_id,salesorderid,salesorderitem,productid,quantity,weightmeasure,weightunit,currency,price,grossamount,taxamount,netamount,language,medium_descr,short_descr,deliverydate
66678e7369ed4c2c204958fd,500000697,40,MB-1034,5,12.5,KG,USD,2499,107652,405.625,51782.5,EN,Mt Discovery Ulti,Mountain Bike,2018-09-26T17:00:00.000Z
66678e7369ed4c2c204958fe,500000723,40,MB-1034,5,12.5,KG,USD,2499,23589,3816.375,86993.375,EN,Mt Discovery Ulti,Mountain Bike,2018-10-08T17:00:00.000Z
66678e7369ed4c2c204958ff,500000766,50,MB-1034,2,12.5,KG,USD,2499,68558,5748.25,47957.875,EN,Mt Discovery Ulti,Mountain Bike,2018-10-15T17:00:00.000Z
66678e7369ed4c2c20495900,500000802,10,MB-1034,6,12.5,KG,USD,2499,379,2797.25,38757.25,EN,Mt Discovery Ulti,Mountain Bike,2018-10-14T17:00:00.000Z
66678e7369ed4c2c20495901,500000835,30,MB-1034,2,12.5,KG,USD,2499,126885,15448,39948.125,EN,Mt Discovery Ulti,Mountain Bike,2018-10-12T17:00:00.000Z
66678e7369ed4c2c20495902,500000871,30,MB-1034,3,12.5,KG,USD,2499,43924,19246.375,50098.125,EN,Mt Discovery Ulti,Mountain Bike,2018-11-05T17:00:00.000Z
66678e7369ed4c2c20495903,500000885,70,MB-1034,5,12.5,KG,USD,2499,182951,7414.625,1089.375,EN,Mt Discovery Ulti,Mountain Bike,2018-10-27T17:00:00.000Z
66678e7369ed4c2c20495904,500000926,10,MB-1034,8,12.5,KG,USD,2499,46601,11945.125,96844.125,EN,Mt Discovery Ulti,Mountain Bike,2018-11-25T17:00:00.000Z
66678e7369ed4c2c20495905,500000952,10,MB-1034,8,12.5,KG,USD,2499,182951,4750.875,45402.875,EN,Mt Discovery Ulti,Mountain Bike,2018-11-12T17:00:00.000Z
66678e7369ed4c2c20495906,500000001,20,CB-1161,9,15,KG,USD,399,12622,1577.75,11044.25,EN,La Plage,Cruiser,2018-03-10T17:00:00.000Z
66678e7369ed4c2c20495907,500000005,40,CB-1161,6,15,KG,USD,399,104213,13026.625,91186.375,EN,La Plage,Cruiser,2018-02-27T17:00:00.000Z
66678e7369ed4c2c20495908,500000015,40,CB-1161,1,15,KG,USD,399,21194,2649.25,18544.75,EN,La Plage,Cruiser,2018-02-22T17:00:00.000Z
66678e7369ed4c2c20495909,500000053,80,CB-1161,8,15,KG,USD,399,23778,2972.25,20805.75,EN,La Plage,Cruiser,2018-03-08T17:00:00.000Z
66678e7369ed4c2c2049590a,500000066,20,CB-1161,2,15,KG,USD,399,3245,405.625,2839.375,EN,La Plage,Cruiser,2018-03-16T17:00:00.000Z
66678e7369ed4c2c2049590b,500000076,10,CB-1161,3,15,KG,USD,399,102586,12823.25,89762.75,EN,La Plage,Cruiser,2018-03-14T17:00:00.000Z
66678e7369ed4c2c2049590c,500000139,100,CB-1161,3,15,KG,USD,399,51576,6447,45129,EN,La Plage,Cruiser,2018-04-11T17:00:00.000Z
66678e7369ed4c2c2049590d,500000146,70,CB-1161,8,15,KG,USD,399,90216,11277,78939,EN,La Plage,Cruiser,2018-04-19T17:00:00.000Z
66678e7369ed4c2c2049590e,500000217,40,CB-1161,2,15,KG,USD,399,79639,9954.875,69684.125,EN,La Plage,Cruiser,2018-05-04T17:00:00.000Z
66678e7369ed4c2c2049590f,500000220,30,CB-1161,7,15,KG,USD,399,2241,280.125,1960.875,EN,La Plage,Cruiser,2018-04-30T17:00:00.000Z
66678e7369ed4c2c20495910,500000231,50,CB-1161,2,15,KG,USD,399,53949,6743.625,47205.375,EN,La Plage,Cruiser,2018-04-20T17:00:00.000Z
66678e7369ed4c2c20495911,500000236,40,CB-1161,9,15,KG,USD,399,76542,9567.75,66974.25,EN,La Plage,Cruiser,2018-04-24T17:00:00.000Z
66678e7369ed4c2c20495912,500000249,80,CB-1161,7,15,KG,USD,399,102365,12795.625,89569.375,EN,La Plage,Cruiser,2018-05-07T17:00:00.000Z
66678e7369ed4c2c20495913,500000260,10,CB-1161,8,15,KG,USD,399,101024,12628,88396,EN,La Plage,Cruiser,2018-05-17T17:00:00.000Z
66678e7369ed4c2c20495914,500000271,20,CB-1161,8,15,KG,USD,399,6384,798,5586,EN,La Plage,Cruiser,2018-05-11T17:00:00.000Z
66678e7369ed4c2c20495915,500000279,10,CB-1161,10,15,KG,USD,399,50696,6337,44359,EN,La Plage,Cruiser,2018-05-26T17:00:00.000Z
66678e7369ed4c2c20495916,500000296,40,CB-1161,1,15,KG,USD,399,96921,12115.125,84805.875,EN,La Plage,Cruiser,2018-06-07T17:00:00.000Z
66678e7369ed4c2c20495917,500000339,90,CB-1161,3,15,KG,USD,399,70368,6136.625,45157,EN,La Plage,Cruiser,2018-05-28T17:00:00.000Z
66678e7369ed4c2c20495918,500000387,40,CB-1161,5,15,KG,USD,399,96921,6345.375,67907,EN,La Plage,Cruiser,2018-06-21T17:00:00.000Z
66678e7369ed4c2c20495919,500000389,10,CB-1161,6,15,KG,USD,399,96921,20719.625,45614.625,EN,La Plage,Cruiser,2018-07-08T17:00:00.000Z
66678e7369ed4c2c2049591a,500000453,40,CB-1161,7,15,KG,USD,399,131393,1604.5,8393.875,EN,La Plage,Cruiser,2018-07-07T17:00:00.000Z
66678e7369ed4c2c2049591b,500000550,10,CB-1161,9,15,KG,USD,399,43268,3510.75,3491.25,EN,La Plage,Cruiser,2018-08-07T17:00:00.000Z
66678e7369ed4c2c2049591c,500000631,40,CB-1161,3,15,KG,USD,399,26337,19657.625,9623.25,EN,La Plage,Cruiser,2018-09-02T17:00:00.000Z
66678e7369ed4c2c2049591d,500000715,10,CB-1161,10,15,KG,USD,399,43491,9567.75,43076.25,EN,La Plage,Cruiser,2018-10-06T17:00:00.000Z
66678e7369ed4c2c2049591e,500000718,40,CB-1161,1,15,KG,USD,399,43638,8960.5,36298.5,EN,La Plage,Cruiser,2018-10-06T17:00:00.000Z
66678e7369ed4c2c2049591f,500000797,60,CB-1161,6,15,KG,USD,399,12622,2894.375,48181.875,EN,La Plage,Cruiser,2018-10-16T17:00:00.000Z
66678e7369ed4c2c20495920,500000809,10,CB-1161,9,15,KG,USD,399,150631,750.375,34916.875,EN,La Plage,Cruiser,2018-10-25T17:00:00.000Z
66678e7369ed4c2c20495921,500000844,30,CB-1161,9,15,KG,USD,399,53533,3680.125,61305.125,EN,La Plage,Cruiser,2018-10-19T17:00:00.000Z
66678e7369ed4c2c20495922,500000894,20,CB-1161,2,15,KG,USD,399,14095,8927,46379.375,EN,La Plage,Cruiser,2018-11-13T17:00:00.000Z
66678e7369ed4c2c20495923,500000917,10,CB-1161,1,15,KG,USD,399,102586,13726.5,61788.125,EN,La Plage,Cruiser,2018-11-25T17:00:00.000Z
66678e7369ed4c2c20495924,500000943,70,CB-1161,1,15,KG,USD,399,12693,13026.625,46379.375,EN,La Plage,Cruiser,2018-12-02T17:00:00.000Z
66678e7369ed4c2c20495925,500000002,10,HB-1175,2,12.5,KG,USD,899,45655,5706.875,39948.125,EN,Specifica,Hybrid Bike,2018-02-27T17:00:00.000Z
66678e7369ed4c2c20495926,500000006,10,HB-1175,6,12.5,KG,USD,899,173987,21748.375,152238.625,EN,Specifica,Hybrid Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c20495927,500000032,50,HB-1175,2,12.5,KG,USD,899,57255,7156.875,50098.125,EN,Specifica,Hybrid Bike,2018-02-28T17:00:00.000Z
66678e7369ed4c2c20495928,500000055,100,HB-1175,2,12.5,KG,USD,899,70615,8826.875,61788.125,EN,Specifica,Hybrid Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c20495929,500000133,40,HB-1175,2,12.5,KG,USD,899,6003,750.375,5252.625,EN,Specifica,Hybrid Bike,2018-04-11T17:00:00.000Z
66678e7369ed4c2c2049592a,500000137,80,HB-1175,6,12.5,KG,USD,899,55372,6921.5,48450.5,EN,Specifica,Hybrid Bike,2018-04-11T17:00:00.000Z
66678e7369ed4c2c2049592b,500000192,40,HB-1175,8,12.5,KG,USD,899,140293,17536.625,122756.375,EN,Specifica,Hybrid Bike,2018-05-03T17:00:00.000Z
66678e7369ed4c2c2049592c,500000302,30,HB-1175,2,12.5,KG,USD,899,62193,7774.125,54418.875,EN,Specifica,Hybrid Bike,2018-05-27T17:00:00.000Z
66678e7369ed4c2c2049592d,500000337,70,HB-1175,6,12.5,KG,USD,899,10998,6153.75,46841.375,EN,Specifica,Hybrid Bike,2018-05-28T17:00:00.000Z
66678e7369ed4c2c2049592e,500000385,20,HB-1175,6,12.5,KG,USD,899,8266,8569.75,108637.375,EN,Specifica,Hybrid Bike,2018-06-21T17:00:00.000Z
66678e7369ed4c2c2049592f,500000399,10,HB-1175,9,12.5,KG,USD,899,165757,10739.75,25459.875,EN,Specifica,Hybrid Bike,2018-06-20T17:00:00.000Z
66678e7369ed4c2c20495930,500000414,50,HB-1175,6,12.5,KG,USD,899,110679,13026.625,61572,EN,Specifica,Hybrid Bike,2018-06-26T17:00:00.000Z
66678e7369ed4c2c20495931,500000503,10,HB-1175,9,12.5,KG,USD,899,35479,7724.125,71939.875,EN,Specifica,Hybrid Bike,2018-07-18T17:00:00.000Z
66678e7369ed4c2c20495932,500000758,40,HB-1175,3,12.5,KG,USD,899,62755,2747.5,136871,EN,Specifica,Hybrid Bike,2018-10-03T17:00:00.000Z
66678e7369ed4c2c20495933,500000761,70,HB-1175,10,12.5,KG,USD,899,43268,1586.625,91186.375,EN,Specifica,Hybrid Bike,2018-10-03T17:00:00.000Z
66678e7369ed4c2c20495934,500000792,10,HB-1175,6,12.5,KG,USD,899,77065,8927,94195.5,EN,Specifica,Hybrid Bike,2018-10-16T17:00:00.000Z
66678e7369ed4c2c20495935,500000793,20,HB-1175,9,12.5,KG,USD,899,11016,2711.875,2839.375,EN,Specifica,Hybrid Bike,2018-10-16T17:00:00.000Z
66678e7369ed4c2c20495936,500000800,90,HB-1175,9,12.5,KG,USD,899,35580,13847.25,93905.875,EN,Specifica,Hybrid Bike,2018-10-16T17:00:00.000Z
66678e7369ed4c2c20495937,500000848,10,HB-1175,4,12.5,KG,USD,899,68558,7570.75,27561.625,EN,Specifica,Hybrid Bike,2018-11-12T17:00:00.000Z
66678e7369ed4c2c20495938,500000860,20,HB-1175,7,12.5,KG,USD,899,81501,3573.375,92189.125,EN,Specifica,Hybrid Bike,2018-11-07T17:00:00.000Z
66678e7369ed4c2c20495939,500000954,10,HB-1175,8,12.5,KG,USD,899,2871,3816.375,37857.75,EN,Specifica,Hybrid Bike,2018-12-04T17:00:00.000Z
66678e7369ed4c2c2049593a,500000970,50,HB-1175,2,12.5,KG,USD,899,79331,750.375,11044.25,EN,Specifica,Hybrid Bike,2018-11-24T17:00:00.000Z
66678e7369ed4c2c2049593b,500000982,70,HB-1175,1,12.5,KG,USD,899,101024,5499,83708.625,EN,Specifica,Hybrid Bike,2018-12-13T17:00:00.000Z
66678e7369ed4c2c2049593c,500000003,20,RC-1056,2,7.8,KG,USD,2499,101786,12723.25,89062.75,EN,Veloflash SE ,Racing Bike,2018-02-27T17:00:00.000Z
66678e7369ed4c2c2049593d,500000012,10,RC-1056,3,7.8,KG,USD,2499,15630,1953.75,13676.25,EN,Veloflash SE ,Racing Bike,2018-02-22T17:00:00.000Z
66678e7369ed4c2c2049593e,500000014,30,RC-1056,5,7.8,KG,USD,2499,32734,4091.75,28642.25,EN,Veloflash SE ,Racing Bike,2018-02-22T17:00:00.000Z
66678e7369ed4c2c2049593f,500000119,50,RC-1056,5,7.8,KG,USD,2499,71699,8962.375,62736.625,EN,Veloflash SE ,Racing Bike,2018-04-01T17:00:00.000Z
66678e7369ed4c2c20495940,500000125,10,RC-1056,10,7.8,KG,USD,2499,32093,4011.625,28081.375,EN,Veloflash SE ,Racing Bike,2018-03-24T17:00:00.000Z
66678e7369ed4c2c20495941,500000135,60,RC-1056,8,7.8,KG,USD,2499,131393,16424.125,114968.875,EN,Veloflash SE ,Racing Bike,2018-04-11T17:00:00.000Z
66678e7369ed4c2c20495942,500000182,50,RC-1056,8,7.8,KG,USD,2499,38007,4750.875,33256.125,EN,Veloflash SE ,Racing Bike,2018-04-18T17:00:00.000Z
66678e7369ed4c2c20495943,500000197,40,RC-1056,3,7.8,KG,USD,2499,5996,749.5,5246.5,EN,Veloflash SE ,Racing Bike,2018-04-29T17:00:00.000Z
66678e7369ed4c2c20495944,500000352,50,RC-1056,1,7.8,KG,USD,2499,173987,9461.625,84608.125,EN,Veloflash SE ,Racing Bike,2018-06-21T17:00:00.000Z
66678e7369ed4c2c20495945,500000432,50,RC-1056,9,7.8,KG,USD,2499,55372,9633.125,114093.875,EN,Veloflash SE ,Racing Bike,2018-07-17T17:00:00.000Z
66678e7369ed4c2c20495946,500000459,30,RC-1056,4,7.8,KG,USD,2499,75228,2188.75,6081.25,EN,Veloflash SE ,Racing Bike,2018-07-08T17:00:00.000Z
66678e7369ed4c2c20495947,500000495,30,RC-1056,10,7.8,KG,USD,2499,95667,15731.125,110117.875,EN,Veloflash SE ,Racing Bike,2018-08-07T17:00:00.000Z
66678e7369ed4c2c20495948,500000500,50,RC-1056,9,7.8,KG,USD,2499,30531,5185.5,83615.875,EN,Veloflash SE ,Racing Bike,2018-08-05T17:00:00.000Z
66678e7369ed4c2c20495949,500000513,20,RC-1056,8,7.8,KG,USD,2499,46464,6516.375,50098.125,EN,Veloflash SE ,Racing Bike,2018-08-10T17:00:00.000Z
66678e7369ed4c2c2049594a,500000518,20,RC-1056,10,7.8,KG,USD,2499,130393,6851.125,69475,EN,Veloflash SE ,Racing Bike,2018-08-06T17:00:00.000Z
66678e7369ed4c2c2049594b,500000530,10,RC-1056,5,7.8,KG,USD,2499,193987,2711.875,7875,EN,Veloflash SE ,Racing Bike,2018-08-21T17:00:00.000Z
66678e7369ed4c2c2049594c,500000561,20,RC-1056,6,7.8,KG,USD,2499,14095,6345.375,52767.75,EN,Veloflash SE ,Racing Bike,2018-07-30T17:00:00.000Z
66678e7369ed4c2c2049594d,500000612,20,RC-1056,3,7.8,KG,USD,2499,60566,3639.75,105617.75,EN,Veloflash SE ,Racing Bike,2018-08-28T17:00:00.000Z
66678e7369ed4c2c2049594e,500000647,40,RC-1056,7,7.8,KG,USD,2499,67009,3673.625,111699.875,EN,Veloflash SE ,Racing Bike,2018-09-16T17:00:00.000Z
66678e7369ed4c2c2049594f,500000772,30,RC-1056,10,7.8,KG,USD,2499,47816,1761.875,11231.5,EN,Veloflash SE ,Racing Bike,2018-10-05T17:00:00.000Z
66678e7369ed4c2c20495950,500000893,10,RC-1056,10,7.8,KG,USD,2499,47703,775.125,95158,EN,Veloflash SE ,Racing Bike,2018-11-13T17:00:00.000Z
66678e7369ed4c2c20495951,500000924,20,RC-1056,7,7.8,KG,USD,2499,56388,14463.125,47101.25,EN,Veloflash SE ,Racing Bike,2018-11-15T17:00:00.000Z
66678e7369ed4c2c20495952,500000004,30,CC-1021,3,8.1,KG,USD,1144,71684,8960.5,62723.5,EN,Cyclone Basic,Cyclo-cross Bike,2018-02-27T17:00:00.000Z
66678e7369ed4c2c20495953,500000011,60,CC-1021,4,8.1,KG,USD,1144,99421,12427.625,86993.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c20495954,500000029,20,CC-1021,3,8.1,KG,USD,1144,95673,11959.125,83713.875,EN,Cyclone Basic,Cyclo-cross Bike,2018-02-28T17:00:00.000Z
66678e7369ed4c2c20495955,500000049,40,CC-1021,1,8.1,KG,USD,1144,75646,9455.75,66190.25,EN,Cyclone Basic,Cyclo-cross Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c20495956,500000057,20,CC-1021,3,8.1,KG,USD,1144,29441,3680.125,25760.875,EN,Cyclone Basic,Cyclo-cross Bike,2018-03-22T17:00:00.000Z
66678e7369ed4c2c20495957,500000118,40,CC-1021,4,8.1,KG,USD,1144,66584,8323,58261,EN,Cyclone Basic,Cyclo-cross Bike,2018-04-01T17:00:00.000Z
66678e7369ed4c2c20495958,500000171,10,CC-1021,2,8.1,KG,USD,1144,153971,19246.375,134724.625,EN,Cyclone Basic,Cyclo-cross Bike,2018-04-07T17:00:00.000Z
66678e7369ed4c2c20495959,500000251,10,CC-1021,2,8.1,KG,USD,1144,29394,3674.25,25719.75,EN,Cyclone Basic,Cyclo-cross Bike,2018-05-02T17:00:00.000Z
66678e7369ed4c2c2049595a,500000259,80,CC-1021,5,8.1,KG,USD,1144,73573,9196.625,64376.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-05-04T17:00:00.000Z
66678e7369ed4c2c2049595b,500000282,10,CC-1021,3,8.1,KG,USD,1144,182951,22868.875,160082.125,EN,Cyclone Basic,Cyclo-cross Bike,2018-05-31T17:00:00.000Z
66678e7369ed4c2c2049595c,500000307,80,CC-1021,5,8.1,KG,USD,1144,49093,6136.625,42956.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-05-27T17:00:00.000Z
66678e7369ed4c2c2049595d,500000368,10,CC-1021,10,8.1,KG,USD,1144,55179,10187.625,2839.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-07-05T17:00:00.000Z
66678e7369ed4c2c2049595e,500000409,100,CC-1021,1,8.1,KG,USD,1144,49230,5808,12333.125,EN,Cyclone Basic,Cyclo-cross Bike,2018-07-15T17:00:00.000Z
66678e7369ed4c2c2049595f,500000549,40,CC-1021,8,8.1,KG,USD,1144,26337,3937.375,36119.125,EN,Cyclone Basic,Cyclo-cross Bike,2018-08-05T17:00:00.000Z
66678e7369ed4c2c20495960,500000562,30,CC-1021,4,8.1,KG,USD,1144,24845,7474.5,60463.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-07-30T17:00:00.000Z
66678e7369ed4c2c20495961,500000569,10,CC-1021,4,8.1,KG,USD,1144,107652,22868.875,105617.75,EN,Cyclone Basic,Cyclo-cross Bike,2018-08-08T17:00:00.000Z
66678e7369ed4c2c20495962,500000638,20,CC-1021,3,8.1,KG,USD,1144,16998,14463.125,108637.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-08-28T17:00:00.000Z
66678e7369ed4c2c20495963,500000713,50,CC-1021,1,8.1,KG,USD,1144,9593,15860.625,41839,EN,Cyclone Basic,Cyclo-cross Bike,2018-09-25T17:00:00.000Z
66678e7369ed4c2c20495964,500000717,30,CC-1021,6,8.1,KG,USD,1144,102365,16424.125,71313.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-10-06T17:00:00.000Z
66678e7369ed4c2c20495965,500000777,80,CC-1021,7,8.1,KG,USD,1144,104374,1236.125,111024.375,EN,Cyclone Basic,Cyclo-cross Bike,2018-10-05T17:00:00.000Z
66678e7369ed4c2c20495966,500000824,70,CC-1021,6,8.1,KG,USD,1144,62193,174.75,81046.875,EN,Cyclone Basic,Cyclo-cross Bike,2018-10-22T17:00:00.000Z
66678e7369ed4c2c20495967,500000874,60,CC-1021,6,8.1,KG,USD,1144,49893,7048.5,114968.875,EN,Cyclone Basic,Cyclo-cross Bike,2018-11-05T17:00:00.000Z
66678e7369ed4c2c20495968,500000899,70,CC-1021,5,8.1,KG,USD,1144,69101,7775.5,44417.625,EN,Cyclone Basic,Cyclo-cross Bike,2018-11-13T17:00:00.000Z
66678e7369ed4c2c20495969,500000946,10,CC-1021,2,8.1,KG,USD,1144,145567,169.5,20722.625,EN,Cyclone Basic,Cyclo-cross Bike,2018-12-06T17:00:00.000Z
66678e7369ed4c2c2049596a,500000007,20,RC-1055,3,7.2,KG,USD,1999,1398,174.75,1223.25,EN,Veloflash,Racing Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c2049596b,500000070,30,RC-1055,8,7.2,KG,USD,1999,51608,6451,45157,EN,Veloflash,Racing Bike,2018-03-20T17:00:00.000Z
66678e7369ed4c2c2049596c,500000142,30,RC-1055,2,7.2,KG,USD,1999,33890,4236.25,29653.75,EN,Veloflash,Racing Bike,2018-04-19T17:00:00.000Z
66678e7369ed4c2c2049596d,500000247,60,RC-1055,10,7.2,KG,USD,1999,43491,5436.375,38054.625,EN,Veloflash,Racing Bike,2018-05-07T17:00:00.000Z
66678e7369ed4c2c2049596e,500000255,40,RC-1055,8,7.2,KG,USD,1999,77608,9701,67907,EN,Veloflash,Racing Bike,2018-05-04T17:00:00.000Z
66678e7369ed4c2c2049596f,500000276,30,RC-1055,7,7.2,KG,USD,1999,125849,15731.125,110117.875,EN,Veloflash,Racing Bike,2018-05-10T17:00:00.000Z
66678e7369ed4c2c20495970,500000281,30,RC-1055,6,7.2,KG,USD,1999,82497,10312.125,72184.875,EN,Veloflash,Racing Bike,2018-05-26T17:00:00.000Z
66678e7369ed4c2c20495971,500000315,80,RC-1055,9,7.2,KG,USD,1999,38783,4847.875,33935.125,EN,Veloflash,Racing Bike,2018-05-29T17:00:00.000Z
66678e7369ed4c2c20495972,500000324,30,RC-1055,5,7.2,KG,USD,1999,13777,1722.125,12054.875,EN,Veloflash,Racing Bike,2018-05-26T17:00:00.000Z
66678e7369ed4c2c20495973,500000354,70,RC-1055,6,7.2,KG,USD,1999,81833,6348.875,43076.25,EN,Veloflash,Racing Bike,2018-06-21T17:00:00.000Z
66678e7369ed4c2c20495974,500000438,30,RC-1055,8,7.2,KG,USD,1999,41484,9195.125,1960.875,EN,Veloflash,Racing Bike,2018-07-12T17:00:00.000Z
66678e7369ed4c2c20495975,500000443,30,RC-1055,5,7.2,KG,USD,1999,124062,4447.5,137603.375,EN,Veloflash,Racing Bike,2018-07-02T17:00:00.000Z
66678e7369ed4c2c20495976,500000493,10,RC-1055,6,7.2,KG,USD,1999,157214,2960.375,90800.5,EN,Veloflash,Racing Bike,2018-08-07T17:00:00.000Z
66678e7369ed4c2c20495977,500000598,90,RC-1055,6,7.2,KG,USD,1999,71416,199.75,59988.25,EN,Veloflash,Racing Bike,2018-08-21T17:00:00.000Z
66678e7369ed4c2c20495978,500000606,80,RC-1055,4,7.2,KG,USD,1999,131393,5578.375,51782.5,EN,Veloflash,Racing Bike,2018-08-22T17:00:00.000Z
66678e7369ed4c2c20495979,500000617,40,RC-1055,8,7.2,KG,USD,1999,60113,8866.25,6819.75,EN,Veloflash,Racing Bike,2018-08-23T17:00:00.000Z
66678e7369ed4c2c2049597a,500000654,10,RC-1055,2,7.2,KG,USD,1999,52489,13834.875,48450.5,EN,Veloflash,Racing Bike,2018-09-07T17:00:00.000Z
66678e7369ed4c2c2049597b,500000664,50,RC-1055,5,7.2,KG,USD,1999,150631,10948.875,24075.625,EN,Veloflash,Racing Bike,2018-09-19T17:00:00.000Z
66678e7369ed4c2c2049597c,500000722,30,RC-1055,2,7.2,KG,USD,1999,84470,13834.875,96085.5,EN,Veloflash,Racing Bike,2018-10-08T17:00:00.000Z
66678e7369ed4c2c2049597d,500000748,30,RC-1055,4,7.2,KG,USD,1999,62687,8262.25,12956.125,EN,Veloflash,Racing Bike,2018-10-13T17:00:00.000Z
66678e7369ed4c2c2049597e,500000784,10,RC-1055,6,7.2,KG,USD,1999,43491,18828.875,116965.625,EN,Veloflash,Racing Bike,2018-10-22T17:00:00.000Z
66678e7369ed4c2c2049597f,500000821,40,RC-1055,10,7.2,KG,USD,1999,1266,13694.25,30903.25,EN,Veloflash,Racing Bike,2018-10-22T17:00:00.000Z
66678e7369ed4c2c20495980,500000828,30,RC-1055,1,7.2,KG,USD,1999,20968,4714.75,71895.25,EN,Veloflash,Racing Bike,2018-10-09T17:00:00.000Z
66678e7369ed4c2c20495981,500000850,30,RC-1055,1,7.2,KG,USD,1999,2288,17191.5,37948.75,EN,Veloflash,Racing Bike,2018-11-12T17:00:00.000Z
66678e7369ed4c2c20495982,500000868,100,RC-1055,1,7.2,KG,USD,1999,14874,756,39412.625,EN,Veloflash,Racing Bike,2018-11-07T17:00:00.000Z
66678e7369ed4c2c20495983,500000888,100,RC-1055,10,7.2,KG,USD,1999,6950,16626.25,26714.625,EN,Veloflash,Racing Bike,2018-10-27T17:00:00.000Z
66678e7369ed4c2c20495984,500000911,20,RC-1055,4,7.2,KG,USD,1999,78788,4011.625,30783.375,EN,Veloflash,Racing Bike,2018-11-06T17:00:00.000Z
66678e7369ed4c2c20495985,500000933,10,RC-1055,7,7.2,KG,USD,1999,113112,5199.875,50645,EN,Veloflash,Racing Bike,2999-12-11T17:00:00.000Z
66678e7369ed4c2c20495986,500000939,30,RC-1055,6,7.2,KG,USD,1999,13345,6345.375,52767.75,EN,Veloflash,Racing Bike,2018-12-02T17:00:00.000Z
66678e7369ed4c2c20495987,500000979,40,RC-1055,7,7.2,KG,USD,1999,53005,4988.125,64376.375,EN,Veloflash,Racing Bike,2018-12-13T17:00:00.000Z
66678e7369ed4c2c20495988,500000986,20,RC-1055,6,7.2,KG,USD,1999,71455,14463.125,37187.5,EN,Veloflash,Racing Bike,2018-12-02T17:00:00.000Z
66678e7369ed4c2c20495989,500000008,30,DB-1081,3,13.6,KG,USD,1499,127803,15975.375,111827.625,EN,Rooty Basic,Downhill Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c2049598a,500000052,70,DB-1081,10,13.6,KG,USD,1499,15643,1955.375,13687.625,EN,Rooty Basic,Downhill Bike,2018-03-08T17:00:00.000Z
66678e7369ed4c2c2049598b,500000078,30,DB-1081,10,13.6,KG,USD,1499,62302,7787.75,54514.25,EN,Rooty Basic,Downhill Bike,2018-03-14T17:00:00.000Z
66678e7369ed4c2c2049598c,500000093,40,DB-1081,7,13.6,KG,USD,1499,43266,5408.25,37857.75,EN,Rooty Basic,Downhill Bike,2018-03-04T17:00:00.000Z
